Time(s)	RED_denoised_wiener
9.720000	-2009.466680
9.730000	-1756.816105
9.740000	-1503.061647
9.750000	-1177.034372
9.760000	-889.109263
9.770000	-591.441237
9.780000	-328.703280
9.790000	-164.528262
9.800000	-47.612152
9.810000	17.264348
9.820000	102.722791
9.830000	196.853561
9.840000	270.035412
9.850000	358.982174
9.860000	441.541105
9.870000	541.589513
9.880000	600.503380
9.890000	432.528397
9.900000	202.774252
9.910000	10.963482
9.920000	-96.762048
9.930000	-183.898373
9.940000	-376.802616
9.950000	-533.356924
9.960000	-697.022773
9.970000	-877.729056
9.980000	-1001.687806
9.990000	-1171.596519
10.000000	-1303.185705
10.010000	-1427.462763
10.020000	-1520.216543
10.030000	-1641.915283
10.040000	-1809.483908
10.050000	-1977.889498
10.060000	-2146.567675
10.070000	-2288.487677
10.080000	-2454.230310
10.090000	-2599.526744
10.100000	-2736.418020
10.110000	-2858.220467
10.120000	-3018.813809
10.130000	-3196.082836
10.140000	-3378.952910
10.150000	-3508.194864
10.160000	-3681.239789
10.170000	-3841.603877
10.180000	-4061.268098
10.190000	-4231.239936
10.200000	-4388.423381
10.210000	-4492.391989
10.220000	-4654.058153
10.230000	-4761.665034
10.240000	-4807.045391
10.250000	-4820.781141
10.260000	-4838.785900
10.270000	-4908.335710
10.280000	-4909.476281
10.290000	-4980.677809
10.300000	-5030.949381
10.310000	-5063.025457
10.320000	-4925.749739
10.330000	-4668.676077
10.340000	-4247.713014
10.350000	-3719.358141
10.360000	-3260.764533
10.370000	-2967.909098
10.380000	-2914.180833
10.390000	-2931.224522
10.400000	-3040.214389
10.410000	-3215.509644
10.420000	-3398.256562
10.430000	-3575.020892
10.440000	-3737.081243
10.450000	-3897.696908
10.460000	-4024.887545
10.470000	-4135.948926
10.480000	-4229.083495
10.490000	-4261.531934
10.500000	-4235.848777
10.510000	-4175.284679
10.520000	-4183.281863
10.530000	-4213.073715
10.540000	-4229.864621
10.550000	-4204.997653
10.560000	-4170.399706
10.570000	-4124.617031
10.580000	-4042.992687
10.590000	-3923.086865
10.600000	-3780.091313
10.610000	-3695.864784
10.620000	-3624.966348
10.630000	-3601.321111
10.640000	-3558.360147
10.650000	-3546.895612
10.660000	-3525.296798
10.670000	-3512.099739
10.680000	-3479.905924
10.690000	-3450.572029
10.700000	-3396.178772
10.710000	-3326.281883
10.720000	-3252.258770
10.730000	-3200.836866
10.740000	-3169.729518
10.750000	-3127.115285
10.760000	-3046.687396
10.770000	-2972.058469
10.780000	-2941.437215
10.790000	-2884.176828
10.800000	-2830.271626
10.810000	-2724.870995
10.820000	-2653.969035
10.830000	-2588.392301
10.840000	-2524.547439
10.850000	-2512.204843
10.860000	-2487.960250
10.870000	-2523.534333
10.880000	-2542.111463
10.890000	-2581.325069
10.900000	-2593.174899
10.910000	-2558.676757
10.920000	-2533.592040
10.930000	-2459.864720
10.940000	-2450.628706
10.950000	-2428.011180
10.960000	-2425.120391
10.970000	-2413.472417
10.980000	-2361.421063
10.990000	-2165.220343
11.000000	-1916.744099
11.010000	-1744.554465
11.020000	-1704.018533
11.030000	-1683.582885
11.040000	-1629.270841
11.050000	-1553.614012
11.060000	-1516.139221
11.070000	-1448.781978
11.080000	-1443.935860
11.090000	-1546.975280
11.100000	-1702.945001
11.110000	-1879.051091
11.120000	-1955.202916
11.130000	-2023.866134
11.140000	-2112.437758
11.150000	-2208.059790
11.160000	-2279.444676
11.170000	-2342.873632
11.180000	-2398.229585
11.190000	-2475.259339
11.200000	-2556.040204
11.210000	-2660.906878
11.220000	-2773.908017
11.230000	-2879.044559
11.240000	-2960.934533
11.250000	-3020.383760
11.260000	-3133.992984
11.270000	-3183.678686
11.280000	-3272.148290
11.290000	-3308.933452
11.300000	-3379.610816
11.310000	-3476.422169
11.320000	-3570.171348
11.330000	-3725.324918
11.340000	-3859.819408
11.350000	-4021.407384
11.360000	-4183.753643
11.370000	-4323.988834
11.380000	-4470.985900
11.390000	-4777.065001
11.400000	-5041.403608
11.410000	-5211.035680
11.420000	-5139.719874
11.430000	-5064.881176
11.440000	-5025.645483
11.450000	-4985.672957
11.460000	-4951.842894
11.470000	-4844.379339
11.480000	-4663.077604
11.490000	-4500.492022
11.500000	-4335.484330
11.510000	-4143.746335
11.520000	-3820.820618
11.530000	-3333.010696
11.540000	-2755.938829
11.550000	-1984.927472
11.560000	-1154.861905
11.570000	-318.765545
11.580000	370.127744
11.590000	960.138700
11.600000	1528.051743
11.610000	2098.423107
11.620000	2648.369825
11.630000	3104.427054
11.640000	3487.138651
11.650000	3696.292606
11.660000	3826.636929
11.670000	3880.432134
11.680000	3880.720952
11.690000	3823.025380
11.700000	3692.974392
11.710000	3535.645756
11.720000	3294.145511
11.730000	3009.734020
11.740000	2725.520534
11.750000	2468.644418
11.760000	2221.639527
11.770000	1996.836942
11.780000	1847.404754
11.790000	1796.815749
11.800000	1796.841319
11.810000	1826.404485
11.820000	1867.488713
11.830000	1865.094459
11.840000	1853.250494
11.850000	1767.383849
11.860000	1620.429079
11.870000	1405.155456
11.880000	1143.893461
11.890000	973.780655
11.900000	813.295862
11.910000	781.161396
11.920000	767.944147
11.930000	764.022437
11.940000	724.034054
