Time(s)	RED_denoised_median
10.730000	-283.069377
10.740000	-245.387601
10.750000	-214.705167
10.760000	-206.072086
10.770000	-173.178557
10.780000	-153.994092
10.790000	-123.484854
10.800000	-123.484854
10.810000	-123.484854
10.820000	-172.519154
10.830000	-240.284247
10.840000	-340.254813
10.850000	-428.759443
10.860000	-477.036712
10.870000	-509.385562
10.880000	-517.734790
10.890000	-534.126836
10.900000	-541.984224
10.910000	-541.984224
10.920000	-541.984224
10.930000	-533.625895
10.940000	-523.999517
10.950000	-523.999517
10.960000	-523.999517
10.970000	-529.421067
10.980000	-536.183871
10.990000	-536.183871
11.000000	-536.183871
11.010000	-528.921691
11.020000	-524.908369
11.030000	-510.568073
11.040000	-485.672530
11.050000	-470.273001
11.060000	-431.293458
11.070000	-397.149339
11.080000	-388.345564
11.090000	-386.737546
11.100000	-386.737546
11.110000	-386.737546
11.120000	-386.737546
11.130000	-385.102835
11.140000	-366.494909
11.150000	-363.418277
11.160000	-363.418277
11.170000	-366.494909
11.180000	-366.494909
11.190000	-357.726368
11.200000	-224.855181
11.210000	-195.874100
11.220000	-168.869147
11.230000	-138.280006
11.240000	-124.955003
11.250000	-89.519658
11.260000	-68.247578
11.270000	-35.588247
11.280000	-12.666887
11.290000	7.421823
11.300000	23.894564
11.310000	50.473819
11.320000	75.388286
11.330000	117.612759
11.340000	140.732580
11.350000	158.893477
11.360000	188.085053
11.370000	204.404665
11.380000	204.404665
11.390000	204.404665
11.400000	141.715493
11.410000	47.652657
11.420000	-8.730632
11.430000	-52.352932
11.440000	-89.119820
11.450000	-89.119820
11.460000	-93.266623
11.470000	-99.670455
11.480000	-99.670455
11.490000	-87.020682
11.500000	-75.987279
11.510000	-72.018205
11.520000	-72.018205
11.530000	-75.987279
11.540000	-87.285498
11.550000	-91.647725
11.560000	-94.373362
11.570000	-94.373362
11.580000	-94.373362
11.590000	-77.079608
11.600000	-62.302757
11.610000	-48.413572
11.620000	-20.186469
11.630000	-14.883150
11.640000	16.174614
11.650000	39.430368
11.660000	61.655627
11.670000	97.775654
11.680000	127.048256
11.690000	156.206188
11.700000	190.446659
11.710000	220.607478
11.720000	237.856367
11.730000	266.109316
11.740000	285.155680
11.750000	309.718102
11.760000	341.430244
11.770000	375.320142
11.780000	389.670406
11.790000	418.085911
11.800000	436.189331
11.810000	436.189331
11.820000	436.189331
11.830000	383.288665
11.840000	324.677342
11.850000	265.803842
11.860000	213.181333
11.870000	192.873248
11.880000	187.651287
11.890000	187.651287
11.900000	192.873248
11.910000	203.612214
11.920000	225.370259
11.930000	236.455961
11.940000	239.645949
11.950000	256.514450
11.960000	256.514450
11.970000	256.514450
11.980000	256.514450
11.990000	256.514450
12.000000	414.955506
12.010000	445.014203
